project_name,street_name,postal_district,planning_area,lat,lon,match_status,match_score,query_used,onemap_building,onemap_road,onemap_address,onemap_postal,review_note
PALMERA EAST,LORONG MELAYU,14,GEYLANG,1.320882020922461,103.9100920071413,matched,105,PALMERA EAST LORONG MELAYU,PALMERA EAST,LORONG MELAYU,29 LORONG MELAYU PALMERA EAST SINGAPORE 416914,416914,"project,street"
PARC ESTA,SIMS AVENUE,14,GEYLANG,1.317865219165546,103.9039671847167,matched,105,PARC ESTA SIMS AVENUE,PARC ESTA,SIMS AVENUE,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,408968,"project,street"
PARK 1 SUITES,LORONG 40 GEYLANG,14,GEYLANG,1.314042687920923,103.8893470454453,matched,105,PARK 1 SUITES LORONG 40 GEYLANG,PARK 1 SUITES,LORONG 40 GEYLANG,8 LORONG 40 GEYLANG PARK 1 SUITES SINGAPORE 398054,398054,"project,street"
PARK PLACE RESIDENCES AT PLQ,PAYA LEBAR ROAD,14,GEYLANG,1.315836753636183,103.8927466484271,matched,105,PARK PLACE RESIDENCES AT PLQ PAYA LEBAR ROAD,PARK PLACE RESIDENCES AT PLQ,PAYA LEBAR ROAD,2 PAYA LEBAR ROAD PARK PLACE RESIDENCES AT PLQ SINGAPORE 409053,409053,"project,street"
PAVILION SQUARE,GEYLANG ROAD,14,GEYLANG,1.312978000608597,103.879770800217,matched,105,PAVILION SQUARE GEYLANG ROAD,PAVILION SQUARE,GEYLANG ROAD,345 GEYLANG ROAD PAVILION SQUARE SINGAPORE 389366,389366,"project,street"
PAYA LEBAR RESIDENCES,PAYA LEBAR ROAD,14,GEYLANG,1.31752143815242,103.8914756547327,matched,105,PAYA LEBAR RESIDENCES PAYA LEBAR ROAD,PAYA LEBAR RESIDENCES,PAYA LEBAR ROAD,27 PAYA LEBAR ROAD PAYA LEBAR RESIDENCES SINGAPORE 409042,409042,"project,street"
PENANG SERVICE APARTMENTS,LORONG 34 GEYLANG,14,GEYLANG,1.313364340166428,103.8875974074858,matched,105,PENANG SERVICE APARTMENTS LORONG 34 GEYLANG,PENANG SERVICE APARTMENTS,LORONG 34 GEYLANG,16 LORONG 34 GEYLANG PENANG SERVICE APARTMENTS SINGAPORE 398213,398213,"project,street"
PENROSE,SIMS DRIVE,14,GEYLANG,1.319489830258575,103.8799948910947,matched,105,PENROSE SIMS DRIVE,PENROSE,SIMS DRIVE,22 SIMS DRIVE PENROSE SINGAPORE 387396,387396,"project,street"
PRIME RESIDENCE,LORONG 22 GEYLANG,14,GEYLANG,1.311189814284327,103.8824665359256,matched,105,PRIME RESIDENCE LORONG 22 GEYLANG,PRIME RESIDENCE,LORONG 22 GEYLANG,41 LORONG 22 GEYLANG PRIME RESIDENCE SINGAPORE 398697,398697,"project,street"
PRIMEDGE,LORONG 34 GEYLANG,14,GEYLANG,1.312531299009634,103.8881399391242,matched,105,PRIMEDGE LORONG 34 GEYLANG,PRIMEDGE,LORONG 34 GEYLANG,45 LORONG 34 GEYLANG PRIMEDGE SINGAPORE 398236,398236,"project,street"
QUBE SUITES,JALAN PUNAI,14,GEYLANG,1.329872095530223,103.9081239754457,matched,105,QUBE SUITES JALAN PUNAI,QUBE SUITES,JALAN PUNAI,24 JALAN PUNAI QUBE SUITES SINGAPORE 418804,418804,"project,street"
REGAL 35,LORONG 35 GEYLANG,14,GEYLANG,1.315672003605247,103.8883506014558,matched,105,REGAL 35 LORONG 35 GEYLANG,REGAL 35,LORONG 35 GEYLANG,15 LORONG 35 GEYLANG REGAL 35 SINGAPORE 387945,387945,"project,street"
RESIDENCES 88,LORONG MARICAN,14,GEYLANG,1.32627973484675,103.9078114837583,matched,105,RESIDENCES 88 LORONG MARICAN,RESIDENCES 88,LORONG MARICAN,88 LORONG MARICAN RESIDENCES 88 SINGAPORE 417297,417297,"project,street"
RESIDENTIAL APARTMENTS,CHANGI ROAD,14,GEYLANG,1.317486923417979,103.9041242940286,low_confidence,35,CHANGI ROAD,CHANGI ROAD 8KM,NIL,CHANGI ROAD 8KM,NIL,street
RESIDENTIAL APARTMENTS,GUILLEMARD ROAD,14,GEYLANG,1.310978701996133,103.8845538221752,low_confidence,35,GUILLEMARD ROAD,NIL,GUILLEMARD ROAD,GUILLEMARD ROAD,NIL,street
RESIDENTIAL APARTMENTS,JALAN EUNOS,14,GEYLANG,1.323545889119285,103.9054544305048,low_confidence,35,JALAN EUNOS,NIL,JALAN EUNOS,JALAN EUNOS,NIL,street
RESIDENTIAL APARTMENTS,LORONG 12 GEYLANG,14,GEYLANG,1.311025919979968,103.8783783595945,low_confidence,35,LORONG 12 GEYLANG,NIL,LORONG 12 GEYLANG,LORONG 12 GEYLANG,NIL,street
RESIDENTIAL APARTMENTS,LORONG 13 GEYLANG,14,GEYLANG,1.313152556027363,103.8775220077985,low_confidence,35,LORONG 13 GEYLANG,NIL,LORONG 13 GEYLANG,LORONG 13 GEYLANG,NIL,street
RESIDENTIAL APARTMENTS,LORONG 16 GEYLANG,14,GEYLANG,1.311354947565743,103.8798903855714,low_confidence,35,LORONG 16 GEYLANG,NIL,LORONG 16 GEYLANG,LORONG 16 GEYLANG,NIL,street
RESIDENTIAL APARTMENTS,LORONG 17 GEYLANG,14,GEYLANG,1.314201069582006,103.8785675930394,low_confidence,35,LORONG 17 GEYLANG,NIL,LORONG 17 GEYLANG,LORONG 17 GEYLANG,NIL,street
RESIDENTIAL APARTMENTS,LORONG 24A GEYLANG,14,GEYLANG,1.312167428536178,103.8840391040289,low_confidence,35,LORONG 24A GEYLANG,NIL,LORONG 24A GEYLANG,LORONG 24A GEYLANG,NIL,street
RESIDENTIAL APARTMENTS,LORONG 25A GEYLANG,14,GEYLANG,1.31481004137011,103.8830813590489,low_confidence,35,LORONG 25A GEYLANG,NIL,LORONG 25A GEYLANG,LORONG 25A GEYLANG,NIL,street
RESIDENTIAL APARTMENTS,LORONG 27 GEYLANG,14,GEYLANG,1.314938778497699,103.8837122848194,low_confidence,35,LORONG 27 GEYLANG,NIL,LORONG 27 GEYLANG,LORONG 27 GEYLANG,NIL,street
RESIDENTIAL APARTMENTS,LORONG 34 GEYLANG,14,GEYLANG,1.31293932262126,103.8878755329376,low_confidence,35,LORONG 34 GEYLANG,NIL,LORONG 34 GEYLANG,LORONG 34 GEYLANG,NIL,street
RESIDENTIAL APARTMENTS,LORONG 4 GEYLANG,14,GEYLANG,1.310386661163051,103.8759949948964,low_confidence,35,LORONG 4 GEYLANG,NIL,LORONG 4 GEYLANG,LORONG 4 GEYLANG,NIL,street
RESIDENTIAL APARTMENTS,LORONG TAHAR,14,GEYLANG,1.312539724247268,103.87560963624,low_confidence,35,LORONG TAHAR,NIL,LORONG TAHAR,LORONG TAHAR,NIL,street
RESIDENTIAL APARTMENTS,SIMS AVENUE,14,GEYLANG,1.315845627945928,103.88668541166,low_confidence,35,SIMS AVENUE,NIL,SIMS AVENUE,SIMS AVENUE,NIL,street
RESIDENTIAL APARTMENTS,WESTERHOUT ROAD,14,GEYLANG,1.311022941893927,103.8806569123092,low_confidence,35,WESTERHOUT ROAD,NIL,WESTERHOUT ROAD,WESTERHOUT ROAD,NIL,street
REZI 24,LORONG 24 GEYLANG,14,GEYLANG,1.311564225009452,103.883576001591,matched,105,REZI 24 LORONG 24 GEYLANG,REZI 24,LORONG 24 GEYLANG,39 LORONG 24 GEYLANG REZI 24 SINGAPORE 398636,398636,"project,street"
REZI 26,LORONG 26 GEYLANG,14,GEYLANG,1.31262218928598,103.8850873747596,matched,105,REZI 26 LORONG 26 GEYLANG,REZI 26,LORONG 26 GEYLANG,5B LORONG 26 GEYLANG REZI 26 SINGAPORE 398505,398505,"project,street"
REZI 35,LORONG 35 GEYLANG,14,GEYLANG,1.315721209376193,103.8888371312678,matched,105,REZI 35 LORONG 35 GEYLANG,REZI 35,LORONG 35 GEYLANG,20 LORONG 35 GEYLANG REZI 35 SINGAPORE 387949,387949,"project,street"
REZI 3TWO,LORONG 32 GEYLANG,14,GEYLANG,1.312127531432595,103.8868142755824,matched,105,REZI 3TWO LORONG 32 GEYLANG,REZI 3TWO,LORONG 32 GEYLANG,48 LORONG 32 GEYLANG REZI 3TWO SINGAPORE 398308,398308,"project,street"
ROYCE RESIDENCES,LORONG 6 GEYLANG,14,GEYLANG,1.311287604231711,103.8762858964269,matched,105,ROYCE RESIDENCES LORONG 6 GEYLANG,ROYCE RESIDENCES,LORONG 6 GEYLANG,8 LORONG 6 GEYLANG ROYCE RESIDENCES SINGAPORE 399242,399242,"project,street"
SALLIM LODGE,SALLIM ROAD,14,GEYLANG,1.32574931134032,103.882621861308,matched,105,SALLIM LODGE SALLIM ROAD,SALLIM LODGE,SALLIM ROAD,20 SALLIM ROAD SALLIM LODGE SINGAPORE 387635,387635,"project,street"
SILVERSCAPE,LORONG 32 GEYLANG,14,GEYLANG,1.312569986587627,103.8872092257703,matched,105,SILVERSCAPE LORONG 32 GEYLANG,SILVERSCAPE,LORONG 32 GEYLANG,39 LORONG 32 GEYLANG SILVERSCAPE SINGAPORE 398299,398299,"project,street"
SIMS DORADO,LORONG 39 GEYLANG,14,GEYLANG,1.315780221658173,103.8903389730571,matched,105,SIMS DORADO LORONG 39 GEYLANG,SIMS DORADO,LORONG 39 GEYLANG,11 LORONG 39 GEYLANG SIMS DORADO SINGAPORE 387869,387869,"project,street"
SIMS EDGE,GEYLANG EAST AVENUE 2,14,GEYLANG,1.316404856698675,103.8879067636708,matched,105,SIMS EDGE GEYLANG EAST AVENUE 2,SIMS EDGE,GEYLANG EAST AVENUE 2,1 GEYLANG EAST AVENUE 2 SIMS EDGE SINGAPORE 389760,389760,"project,street"
SIMS GREEN,LORONG 27A GEYLANG,14,GEYLANG,1.314410386547719,103.8846296898634,matched,105,SIMS GREEN LORONG 27A GEYLANG,SIMS GREEN,LORONG 27A GEYLANG,7 LORONG 27A GEYLANG SIMS GREEN SINGAPORE 388133,388133,"project,street"
SIMS MEADOWS,LORONG 33 GEYLANG,14,GEYLANG,1.314813429231084,103.8880468876207,matched,105,SIMS MEADOWS LORONG 33 GEYLANG,SIMS MEADOWS,LORONG 33 GEYLANG,8 LORONG 33 GEYLANG SIMS MEADOWS SINGAPORE 387977,387977,"project,street"
SIMS POINT,LORONG 19 GEYLANG,14,GEYLANG,1.313122170279153,103.8794747790001,matched,105,SIMS POINT LORONG 19 GEYLANG,SIMS POINT,LORONG 19 GEYLANG,4 LORONG 19 GEYLANG SIMS POINT SINGAPORE 388489,388489,"project,street"
SIMS RESIDENCES,LORONG 39 GEYLANG,14,GEYLANG,1.316074129474185,103.8910928373541,matched,105,SIMS RESIDENCES LORONG 39 GEYLANG,SIMS RESIDENCES,LORONG 39 GEYLANG,8 LORONG 39 GEYLANG SIMS RESIDENCES SINGAPORE 387882,387882,"project,street"
SIMS URBAN OASIS,SIMS DRIVE,14,GEYLANG,1.319189587205396,103.8813808243133,matched,105,SIMS URBAN OASIS SIMS DRIVE,SIMS URBAN OASIS,SIMS DRIVE,2 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387386,387386,"project,street"
SIMSVILLE,GEYLANG EAST AVENUE 2,14,GEYLANG,1.317031147376361,103.8904995828491,matched,105,SIMSVILLE GEYLANG EAST AVENUE 2,SIMSVILLE,GEYLANG EAST AVENUE 2,2 GEYLANG EAST AVENUE 2 SIMSVILLE SINGAPORE 389754,389754,"project,street"
SIN CHUAN GARDEN,WARINGIN PARK,14,GEYLANG,1.322323049886626,103.9191823256428,matched,105,SIN CHUAN GARDEN WARINGIN PARK,SIN CHUAN GARDEN,WARINGIN PARK,41 WARINGIN PARK SIN CHUAN GARDEN SINGAPORE 416349,416349,"project,street"
SING LIAN BUILDING,CHANGI ROAD,14,GEYLANG,1.31835145049719,103.9109786712212,matched,105,SING LIAN BUILDING CHANGI ROAD,SING LIAN BUILDING,CHANGI ROAD,386 CHANGI ROAD SING LIAN BUILDING SINGAPORE 419835,419835,"project,street"
SINGA HILLS,JALAN SINGA,14,GEYLANG,1.330132629115615,103.9082849935445,matched,105,SINGA HILLS JALAN SINGA,SINGA HILLS,JALAN SINGA,33 JALAN SINGA SINGA HILLS SINGAPORE 418109,418109,"project,street"
SIXTEEN35 RESIDENCES,LORONG 35 GEYLANG,14,GEYLANG,1.315474070180629,103.888827552085,matched,105,SIXTEEN35 RESIDENCES LORONG 35 GEYLANG,SIXTEEN35 RESIDENCES,LORONG 35 GEYLANG,16 LORONG 35 GEYLANG SIXTEEN35 RESIDENCES SINGAPORE 387946,387946,"project,street"
SKT MANSIONS,LORONG 25 GEYLANG,14,GEYLANG,1.314696847471761,103.8826289374239,matched,105,SKT MANSIONS LORONG 25 GEYLANG,SKT MANSIONS,LORONG 25 GEYLANG,38 LORONG 25 GEYLANG SKT MANSIONS SINGAPORE 388307,388307,"project,street"
SMART SUITES,SIMS AVENUE,14,GEYLANG,1.315144483719481,103.8840502827314,matched,105,SMART SUITES SIMS AVENUE,SMART SUITES,SIMS AVENUE,302 SIMS AVENUE SMART SUITES SINGAPORE 387516,387516,"project,street"
STARVILLE,LENGKONG TIGA,14,GEYLANG,1.328264836165209,103.9120675341578,matched,105,STARVILLE LENGKONG TIGA,STARVILLE,LENGKONG TIGA,66 LENGKONG TIGA STARVILLE SINGAPORE 417471,417471,"project,street"
STUDIO8,JALAN AYER,14,GEYLANG,1.311109374776778,103.8730259544249,matched,105,STUDIO8 JALAN AYER,STUDIO8,JALAN AYER,8 JALAN AYER STUDIO8 SINGAPORE 389144,389144,"project,street"
SUITES 28,LORONG 30 GEYLANG,14,GEYLANG,1.312684591755703,103.8859411114303,matched,105,SUITES 28 LORONG 30 GEYLANG,SUITES 28,LORONG 30 GEYLANG,28 LORONG 30 GEYLANG SUITES 28 SINGAPORE 398361,398361,"project,street"
SUITES @ EUNOS,JALAN YASIN,14,GEYLANG,1.320533404142608,103.9057724220581,matched,105,SUITES @ EUNOS JALAN YASIN,SUITES @ EUNOS,JALAN YASIN,1 JALAN YASIN SUITES @ EUNOS SINGAPORE 417958,417958,"project,street"
SUITES @ SIMS,SIMS AVENUE,14,GEYLANG,1.315144483719481,103.8840502827314,matched,105,SUITES @ SIMS SIMS AVENUE,SMART SUITES,SIMS AVENUE,302 SIMS AVENUE SMART SUITES SINGAPORE 387516,387516,"project,street"
SUITES@CHANGI,CHANGI ROAD,14,GEYLANG,1.318068794368467,103.9064313306513,matched,105,SUITES@CHANGI CHANGI ROAD,JING SUITES,CHANGI ROAD,275 CHANGI ROAD JING SUITES SINGAPORE 419755,419755,"project,street"
SUMMER VIEW,LORONG 12 GEYLANG,14,GEYLANG,1.311709152643951,103.8784631604258,matched,105,SUMMER VIEW LORONG 12 GEYLANG,SUMMER VIEW,LORONG 12 GEYLANG,5 LORONG 12 GEYLANG SUMMER VIEW SINGAPORE 398986,398986,"project,street"
SUNFLOWER COURT,LORONG 6 GEYLANG,14,GEYLANG,1.310649277926699,103.876402171482,matched,105,SUNFLOWER COURT LORONG 6 GEYLANG,SUNFLOWER COURT,LORONG 6 GEYLANG,30 LORONG 6 GEYLANG SUNFLOWER COURT SINGAPORE 399182,399182,"project,street"
SUNFLOWER GRANDEUR,LORONG 39 GEYLANG,14,GEYLANG,1.316080753123424,103.8904847239841,matched,105,SUNFLOWER GRANDEUR LORONG 39 GEYLANG,SUNFLOWER GRANDEUR,LORONG 39 GEYLANG,31 LORONG 39 GEYLANG SUNFLOWER GRANDEUR SINGAPORE 387878,387878,"project,street"
SUNFLOWER LODGE,LORONG 34 GEYLANG,14,GEYLANG,1.313598136143822,103.8879124492272,matched,105,SUNFLOWER LODGE LORONG 34 GEYLANG,SUNFLOWER LODGE,LORONG 34 GEYLANG,9 LORONG 34 GEYLANG SUNFLOWER LODGE SINGAPORE 398207,398207,"project,street"
SUNFLOWER MANSIONS,LORONG 26 GEYLANG,14,GEYLANG,1.312081498651075,103.885052375181,matched,105,SUNFLOWER MANSIONS LORONG 26 GEYLANG,SUNFLOWER MANSIONS,LORONG 26 GEYLANG,17 LORONG 26 GEYLANG SUNFLOWER MANSIONS SINGAPORE 398489,398489,"project,street"
SUNFLOWER REGENCY,LORONG 20 GEYLANG,14,GEYLANG,1.311284403200396,103.8815160893636,matched,105,SUNFLOWER REGENCY LORONG 20 GEYLANG,SUNFLOWER REGENCY,LORONG 20 GEYLANG,37 LORONG 20 GEYLANG SUNFLOWER REGENCY SINGAPORE 398753,398753,"project,street"
SUNFLOWER RESIDENCE,LORONG 32 GEYLANG,14,GEYLANG,1.312413265183632,103.887148121308,matched,105,SUNFLOWER RESIDENCE LORONG 32 GEYLANG,SUNFLOWER RESIDENCE,LORONG 32 GEYLANG,45 LORONG 32 GEYLANG SUNFLOWER RESIDENCE SINGAPORE 398305,398305,"project,street"
SUNFLOWER VIEW,LORONG 36 GEYLANG,14,GEYLANG,1.312884441983281,103.8883272903246,matched,105,SUNFLOWER VIEW LORONG 36 GEYLANG,SUNFLOWER VIEW,LORONG 36 GEYLANG,30 LORONG 36 GEYLANG SUNFLOWER VIEW SINGAPORE 398162,398162,"project,street"
SUNNY GROVE,LORONG 37 GEYLANG,14,GEYLANG,1.315582611768873,103.8894620405807,matched,105,SUNNY GROVE LORONG 37 GEYLANG,SUNNY GROVE,LORONG 37 GEYLANG,5A LORONG 37 GEYLANG SUNNY GROVE SINGAPORE 387914,387914,"project,street"
SUNNY LODGE,LORONG SALLEH,14,GEYLANG,1.324494712401058,103.9069463255945,matched,105,SUNNY LODGE LORONG SALLEH,SUNNY LODGE,LORONG SALLEH,6 LORONG SALLEH SUNNY LODGE SINGAPORE 416756,416756,"project,street"
TEDGE,CHANGI ROAD,14,GEYLANG,1.318067267758906,103.908811491066,matched,105,TEDGE CHANGI ROAD,TEDGE,CHANGI ROAD,328 CHANGI ROAD TEDGE SINGAPORE 419803,419803,"project,street"
THE ALCOVE,LORONG 27 GEYLANG,14,GEYLANG,1.314006552607429,103.8840153289375,matched,105,THE ALCOVE LORONG 27 GEYLANG,THE ALCOVE,LORONG 27 GEYLANG,10 LORONG 27 GEYLANG THE ALCOVE SINGAPORE 388199,388199,"project,street"
THE ANTARES,MATTAR ROAD,14,GEYLANG,1.325417785387247,103.8834037653371,matched,105,THE ANTARES MATTAR ROAD,THE ANTARES,MATTAR ROAD,23 MATTAR ROAD THE ANTARES SINGAPORE 387730,387730,"project,street"
THE ARIZON,GEYLANG ROAD,14,GEYLANG,1.313718622661753,103.8865888678623,matched,105,THE ARIZON GEYLANG ROAD,THE ARIZON,GEYLANG ROAD,538 GEYLANG ROAD THE ARIZON SINGAPORE 389493,389493,"project,street"
THE CENTREN,LORONG 27 GEYLANG,14,GEYLANG,1.313939830425819,103.8835609512522,matched,105,THE CENTREN LORONG 27 GEYLANG,THE CENTREN,LORONG 27 GEYLANG,1 LORONG 27 GEYLANG THE CENTREN SINGAPORE 388153,388153,"project,street"
THE CHAMPAGNE,CHANGI ROAD,14,GEYLANG,1.318370942772112,103.9106012965159,matched,105,THE CHAMPAGNE CHANGI ROAD,THE CHAMPAGNE,CHANGI ROAD,380 CHANGI ROAD THE CHAMPAGNE SINGAPORE 419832,419832,"project,street"
THE DIAMOND,LORONG 9 GEYLANG,14,GEYLANG,1.312984804535387,103.8761900362044,matched,105,THE DIAMOND LORONG 9 GEYLANG,THE DIAMOND,LORONG 9 GEYLANG,17 LORONG 9 GEYLANG THE DIAMOND SINGAPORE 388761,388761,"project,street"
THE EBONY,LORONG MARICAN,14,GEYLANG,1.320385158367266,103.9084872045962,matched,105,THE EBONY LORONG MARICAN,THE EBONY,LORONG MARICAN,35 LORONG MARICAN THE EBONY SINGAPORE 417216,417216,"project,street"
THE GATZ,LORONG 32 GEYLANG,14,GEYLANG,1.312953717048383,103.886753196091,matched,105,THE GATZ LORONG 32 GEYLANG,THE GATZ,LORONG 32 GEYLANG,26 LORONG 32 GEYLANG THE GATZ SINGAPORE 398284,398284,"project,street"
THE HELICONIA,JALAN DAUD,14,GEYLANG,1.326352944840683,103.9089002449377,matched,105,THE HELICONIA JALAN DAUD,THE HELICONIA,JALAN DAUD,30 JALAN DAUD THE HELICONIA SINGAPORE 419572,419572,"project,street"
THE LATTIZ,LORONG SALLEH,14,GEYLANG,1.324231805911142,103.9062344931863,matched,105,THE LATTIZ LORONG SALLEH,THE LATTIZ,LORONG SALLEH,3D LORONG SALLEH THE LATTIZ SINGAPORE 416751,416751,"project,street"
THE LENOX,CHANGI ROAD,14,GEYLANG,1.318243762739251,103.9113511653332,matched,105,THE LENOX CHANGI ROAD,THE LENOX,CHANGI ROAD,396 CHANGI ROAD THE LENOX SINGAPORE 415899,415899,"project,street"
THE MIDAS,LORONG 30 GEYLANG,14,GEYLANG,1.312873273225771,103.8861144626308,matched,105,THE MIDAS LORONG 30 GEYLANG,THE MIDAS,LORONG 30 GEYLANG,26 LORONG 30 GEYLANG THE MIDAS SINGAPORE 398359,398359,"project,street"
THE NAVIAN,JALAN EUNOS,14,GEYLANG,1.327808877665827,103.9063995844816,matched,105,THE NAVIAN JALAN EUNOS,THE NAVIAN,JALAN EUNOS,178 JALAN EUNOS THE NAVIAN SINGAPORE 419530,419530,"project,street"
THE OCTET,LORONG 24 GEYLANG,14,GEYLANG,1.312069991360361,103.8835624222937,matched,105,THE OCTET LORONG 24 GEYLANG,THE OCTET,LORONG 24 GEYLANG,23 LORONG 24 GEYLANG THE OCTET SINGAPORE 398628,398628,"project,street"
THE SANCTUARY @ GEYLANG,LORONG 30 GEYLANG,14,GEYLANG,1.313457092147964,103.8864673182305,matched,105,THE SANCTUARY @ GEYLANG LORONG 30 GEYLANG,THE SANCTUARY @ GEYLANG,LORONG 30 GEYLANG,1 LORONG 30 GEYLANG THE SANCTUARY @ GEYLANG SINGAPORE 398342,398342,"project,street"
THE SUNFLOWER,LORONG 28 GEYLANG,14,GEYLANG,1.313282829188021,103.8853803087348,matched,105,THE SUNFLOWER LORONG 28 GEYLANG,THE SUNFLOWER,LORONG 28 GEYLANG,10 LORONG 28 GEYLANG THE SUNFLOWER SINGAPORE 398415,398415,"project,street"
THE SUNNY SPRING,LORONG 40 GEYLANG,14,GEYLANG,1.312192030700878,103.8894646971463,matched,105,THE SUNNY SPRING LORONG 40 GEYLANG,THE SUNNY SPRING,LORONG 40 GEYLANG,50 LORONG 40 GEYLANG THE SUNNY SPRING SINGAPORE 398074,398074,"project,street"
THE TRUMPS,JALAN KEMBANGAN,14,GEYLANG,1.320026102623366,103.9134872895293,matched,105,THE TRUMPS JALAN KEMBANGAN,THE TRUMPS,JALAN KEMBANGAN,1 JALAN KEMBANGAN THE TRUMPS SINGAPORE 419154,419154,"project,street"
THE VINES,LORONG SARINA,14,GEYLANG,1.319388654072392,103.9080107255736,matched,105,THE VINES LORONG SARINA,THE VINES,LORONG SARINA,12 LORONG SARINA THE VINES SINGAPORE 416736,416736,"project,street"
THE WATER EDGE,LORONG 38 GEYLANG,14,GEYLANG,1.31372105189031,103.8887595794708,matched,105,THE WATER EDGE LORONG 38 GEYLANG,THE WATER EDGE,LORONG 38 GEYLANG,8 LORONG 38 GEYLANG THE WATER EDGE SINGAPORE 398106,398106,"project,street"
THE WATERINA,LORONG 40 GEYLANG,14,GEYLANG,1.313282107153814,103.8908503236296,matched,105,THE WATERINA LORONG 40 GEYLANG,THE WATERINA,LORONG 40 GEYLANG,59 LORONG 40 GEYLANG THE WATERINA SINGAPORE 398082,398082,"project,street"
TORIEVIEW MANSIONS,LORONG 29 GEYLANG,14,GEYLANG,1.314481701686246,103.885985749034,matched,105,TORIEVIEW MANSIONS LORONG 29 GEYLANG,TORIEVIEW MANSIONS,LORONG 29 GEYLANG,8 LORONG 29 GEYLANG TORIEVIEW MANSIONS SINGAPORE 388064,388064,"project,street"
TORIEVILLE,LORONG 6 GEYLANG,14,GEYLANG,1.309766317110755,103.8768781057068,low_confidence,35,TORIEVILLE,TORIE VILLE,LORONG 6 GEYLANG,47 LORONG 6 GEYLANG TORIE VILLE SINGAPORE 399202,399202,street
TRE RESIDENCES,GEYLANG EAST AVENUE 1,14,GEYLANG,1.317227826120897,103.8850159053038,matched,105,TRE RESIDENCES GEYLANG EAST AVENUE 1,TRE RESIDENCES,GEYLANG EAST AVENUE 1,9 GEYLANG EAST AVENUE 1 TRE RESIDENCES SINGAPORE 389783,389783,"project,street"
TREASURES @ G20,LORONG 20 GEYLANG,14,GEYLANG,1.31144699404486,103.8815397083967,matched,105,TREASURES @ G20 LORONG 20 GEYLANG,TREASURES@G20,LORONG 20 GEYLANG,35 LORONG 20 GEYLANG TREASURES@G20 SINGAPORE 398751,398751,"project,street"
TREASURES@G19,LORONG 19 GEYLANG,14,GEYLANG,1.313928158371611,103.87898672052,matched,105,TREASURES@G19 LORONG 19 GEYLANG,TREASURES@G19,LORONG 19 GEYLANG,33 LORONG 19 GEYLANG TREASURES@G19 SINGAPORE 388502,388502,"project,street"
TREASURES@G6,LORONG 6 GEYLANG,14,GEYLANG,1.310618129129306,103.8767279654733,matched,105,TREASURES@G6 LORONG 6 GEYLANG,TREASURES@G6,LORONG 6 GEYLANG,35 LORONG 6 GEYLANG TREASURES@G6 SINGAPORE 399187,399187,"project,street"
TROPIKA EAST,FOO KIM LIN ROAD,14,GEYLANG,1.328865891619976,103.9071939775593,matched,105,TROPIKA EAST FOO KIM LIN ROAD,TROPIKA EAST,FOO KIM LIN ROAD,3 FOO KIM LIN ROAD TROPIKA EAST SINGAPORE 419679,419679,"project,street"
URBAN TREASURES,JALAN EUNOS,14,GEYLANG,1.329865603602829,103.9057828250396,matched,105,URBAN TREASURES JALAN EUNOS,URBAN TREASURES,JALAN EUNOS,207 JALAN EUNOS URBAN TREASURES SINGAPORE 415799,415799,"project,street"
VACANZA @ EAST,LENGKONG TUJOH,14,GEYLANG,1.329019844836565,103.914196223923,matched,105,VACANZA @ EAST LENGKONG TUJOH,VACANZA @ EAST,LENGKONG TUJOH,36 LENGKONG TUJOH VACANZA @ EAST SINGAPORE 417391,417391,"project,street"
VICENTA LODGE,LORONG MARZUKI,14,GEYLANG,1.320598571954867,103.9097429442021,matched,105,VICENTA LODGE LORONG MARZUKI,VICENTA LODGE,LORONG MARZUKI,22 LORONG MARZUKI VICENTA LODGE SINGAPORE 417067,417067,"project,street"
VIENTO,LORONG 30 GEYLANG,14,GEYLANG,1.31221104514144,103.8865204669312,matched,105,VIENTO LORONG 30 GEYLANG,VIENTO,LORONG 30 GEYLANG,29 LORONG 30 GEYLANG VIENTO SINGAPORE 398362,398362,"project,street"
WANG LODGE,LORONG 4 GEYLANG,14,GEYLANG,1.311329693454742,103.8760283524193,matched,105,WANG LODGE LORONG 4 GEYLANG,WANG LODGE,LORONG 4 GEYLANG,5 LORONG 4 GEYLANG WANG LODGE SINGAPORE 399264,399264,"project,street"
WATERBANK AT DAKOTA,DAKOTA CRESCENT,14,GEYLANG,1.306478337421359,103.8885371971353,matched,105,WATERBANK AT DAKOTA DAKOTA CRESCENT,WATERBANK AT DAKOTA,DAKOTA CRESCENT,76 DAKOTA CRESCENT WATERBANK AT DAKOTA SINGAPORE 399944,399944,"project,street"
WINDY HEIGHTS,JALAN DAUD,14,GEYLANG,1.326565430197047,103.909765638123,matched,105,WINDY HEIGHTS JALAN DAUD,WINDY HEIGHTS,JALAN DAUD,80 JALAN DAUD WINDY HEIGHTS SINGAPORE 419591,419591,"project,street"
WING FONG BUILDING,LORONG 8 GEYLANG,14,GEYLANG,1.309017906199708,103.8772681511813,matched,105,WING FONG BUILDING LORONG 8 GEYLANG,WING FONG BUILDING,LORONG 8 GEYLANG,74B LORONG 8 GEYLANG WING FONG BUILDING SINGAPORE 399138,399138,"project,street"
